"Código validación","Data","Código parámetro","Parámetro","Valor","Unidades"
"9","2011-09-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","-9999.0","%"
"1","2011-09-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","20.0","Días"
"1","2011-09-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","1.0","Días"
"1","2011-09-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","8.0","Días"
"1","2011-09-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2011-09-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2011-09-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"9","2011-09-01 00:00:00.0","PR_AVG_1.5m","Presión","-9999.0","hPa"
"9","2011-09-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","-9999.0","hPa"
"9","2011-09-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","-9999.0","km/h"
"1","2011-09-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","13.5","ºC"
"9","2011-09-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","-9999.0","ºC"
"9","2011-09-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","-9999.0","ºC"
"1","2011-09-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","27.2","ºC"
"9","2011-09-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","-9999.0","ºC"
"1","2011-09-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","17.1","ºC"
"1","2011-09-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","21.5","ºC"
"1","2011-09-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","10.1","ºC"
"9","2011-09-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","-9999.0","km/h"
"1","2011-10-01 00:00:00.0","PP_SUM_1.5m","Chuvia","181.5","L/m2"
"1","2011-10-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","60.3","L/m2"
"9","2011-10-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","-9999.0","º"
"9","2011-10-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","-9999.0","º"
"9","2011-10-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","-9999.0","h"
"9","2011-10-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","-9999.0","h"
"9","2011-10-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","-9999.0","%"
"9","2011-10-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","-9999.0","%"
"9","2011-10-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","-9999.0","%"
"1","2011-10-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","11.0","Días"
"1","2011-10-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","6.0","Días"
"1","2011-10-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","7.0","Días"
"1","2011-10-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","2.0","Días"
"1","2011-10-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","1.0","Días"
"1","2011-10-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"9","2011-10-01 00:00:00.0","PR_AVG_1.5m","Presión","-9999.0","hPa"
"9","2011-10-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","-9999.0","hPa"
"9","2011-10-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","-9999.0","km/h"
"1","2011-10-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","11.0","ºC"
"9","2011-10-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","-9999.0","ºC"
"9","2011-10-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","-9999.0","ºC"
"1","2011-10-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","28.8","ºC"
"9","2011-10-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","-9999.0","ºC"
"1","2011-10-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","15.6","ºC"
"1","2011-10-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","21.0","ºC"
"1","2011-10-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","5.8","ºC"
"9","2011-10-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","-9999.0","km/h"
"1","2011-11-01 00:00:00.0","PP_SUM_1.5m","Chuvia","224.0","L/m2"
"1","2011-11-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","28.7","L/m2"
"9","2011-11-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","-9999.0","º"
"9","2011-11-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","-9999.0","º"
"9","2011-11-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","-9999.0","h"
"9","2011-11-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","-9999.0","h"
"9","2011-11-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","-9999.0","%"
"9","2011-11-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","-9999.0","%"
"9","2011-11-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","-9999.0","%"
"1","2011-11-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","27.0","Días"
"1","2011-11-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","10.0","Días"
"1","2011-11-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","17.0","Días"
"1","2011-11-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2011-11-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2011-11-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"9","2011-11-01 00:00:00.0","PR_AVG_1.5m","Presión","-9999.0","hPa"
"9","2011-11-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","-9999.0","hPa"
"9","2011-11-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","-9999.0","km/h"
"1","2011-11-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","7.8","ºC"
"9","2011-11-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","-9999.0","ºC"
"9","2011-11-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","-9999.0","ºC"
"1","2011-11-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","20.5","ºC"
"9","2011-11-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","-9999.0","ºC"
"1","2011-11-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","10.9","ºC"
"1","2011-11-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","14.3","ºC"
"1","2011-11-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","3.7","ºC"
"9","2011-11-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","-9999.0","km/h"
"1","2011-12-01 00:00:00.0","PP_SUM_1.5m","Chuvia","164.5","L/m2"
"1","2011-12-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","40.7","L/m2"
"9","2011-12-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","-9999.0","º"
"9","2011-12-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","-9999.0","º"
"9","2011-12-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","-9999.0","h"
"9","2011-12-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","-9999.0","h"
"9","2011-12-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","-9999.0","%"
"9","2011-12-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","-9999.0","%"
"9","2011-12-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","-9999.0","%"
"1","2011-12-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","23.0","Días"
"1","2011-12-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","5.0","Días"
"1","2011-12-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","19.0","Días"
"1","2011-12-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","1.0","Días"
"1","2011-12-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2011-12-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"9","2011-12-01 00:00:00.0","PR_AVG_1.5m","Presión","-9999.0","hPa"
"9","2011-12-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","-9999.0","hPa"
"9","2011-12-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","-9999.0","km/h"
"1","2011-12-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","6.2","ºC"
"9","2011-12-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","-9999.0","ºC"
"9","2011-12-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","-9999.0","ºC"
"1","2011-12-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","15.4","ºC"
"9","2011-12-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","-9999.0","ºC"
"1","2011-12-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","8.9","ºC"
"1","2011-12-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","11.8","ºC"
"1","2011-12-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","1.5","ºC"
"9","2011-12-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","-9999.0","km/h"
"1","2012-01-01 00:00:00.0","PP_SUM_1.5m","Chuvia","54.8","L/m2"
"1","2012-01-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","24.2","L/m2"
"9","2012-01-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","-9999.0","º"
"9","2012-01-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","-9999.0","º"
"9","2012-01-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","-9999.0","h"
"9","2012-01-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","-9999.0","h"
"9","2012-01-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","-9999.0","%"
"9","2012-01-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","-9999.0","%"
"9","2012-01-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","-9999.0","%"
"1","2012-01-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","24.0","Días"
"1","2012-01-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","1.0","Días"
"1","2012-01-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","8.0","Días"
"1","2012-01-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2012-01-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2012-01-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","1.0","Días"
"9","2012-01-01 00:00:00.0","PR_AVG_1.5m","Presión","-9999.0","hPa"
"9","2012-01-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","-9999.0","hPa"
"9","2012-01-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","-9999.0","km/h"
"1","2012-01-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","4.0","ºC"
"9","2012-01-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","-9999.0","ºC"
"9","2012-01-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","-9999.0","ºC"
"1","2012-01-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","14.3","ºC"
"1","2012-01-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","7.3","ºC"
"1","2012-01-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","11.4","ºC"
"1","2012-01-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","-0.0","ºC"
"9","2012-01-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","-9999.0","km/h"
"1","2012-02-01 00:00:00.0","PP_SUM_1.5m","Chuvia","16.3","L/m2"
"1","2012-02-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","5.4","L/m2"
"9","2012-02-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","-9999.0","º"
"9","2012-02-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","-9999.0","º"
"9","2012-02-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","-9999.0","h"
"9","2012-02-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","-9999.0","h"
"9","2012-02-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","-9999.0","%"
"9","2012-02-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","-9999.0","%"
"9","2012-02-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","-9999.0","%"
"1","2012-02-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","18.0","Días"
"1","2012-02-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","0.0","Días"
"1","2012-02-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","5.0","Días"
"1","2012-02-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2012-02-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2012-02-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","2.0","Días"
"9","2012-02-01 00:00:00.0","PR_AVG_1.5m","Presión","-9999.0","hPa"
"9","2012-02-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","-9999.0","hPa"
"9","2012-02-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","-9999.0","km/h"
"1","2012-02-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","3.2","ºC"
"9","2012-02-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","-9999.0","ºC"
"9","2012-02-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","-9999.0","ºC"
"1","2012-02-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","19.1","ºC"
"1","2012-02-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","7.2","ºC"
"1","2012-02-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","11.9","ºC"
"1","2012-02-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","-1.4","ºC"
"9","2012-02-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","-9999.0","km/h"
"1","2012-03-01 00:00:00.0","PP_SUM_1.5m","Chuvia","38.0","L/m2"
"1","2012-03-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","15.4","L/m2"
"9","2012-03-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","-9999.0","º"
"9","2012-03-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","-9999.0","º"
"9","2012-03-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","-9999.0","h"
"9","2012-03-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","-9999.0","h"
"9","2012-03-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","-9999.0","%"
"9","2012-03-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","-9999.0","%"
"9","2012-03-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","-9999.0","%"
"1","2012-03-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","15.0","Días"
"1","2012-03-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","1.0","Días"
"1","2012-03-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","4.0","Días"
"1","2012-03-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2012-03-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2012-03-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"9","2012-03-01 00:00:00.0","PR_AVG_1.5m","Presión","-9999.0","hPa"
"9","2012-03-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","-9999.0","hPa"
"9","2012-03-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","-9999.0","km/h"
"1","2012-03-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","7.4","ºC"
"9","2012-03-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","-9999.0","ºC"
"9","2012-03-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","-9999.0","ºC"
"1","2012-03-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","23.6","ºC"
"1","2012-03-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","11.8","ºC"
"1","2012-03-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","17.1","ºC"
"1","2012-03-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","3.2","ºC"
"9","2012-03-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","-9999.0","km/h"
"1","2012-04-01 00:00:00.0","PP_SUM_1.5m","Chuvia","209.3","L/m2"
"1","2012-04-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","36.4","L/m2"
"9","2012-04-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","-9999.0","º"
"9","2012-04-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","-9999.0","º"
"9","2012-04-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","-9999.0","h"
"9","2012-04-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","-9999.0","h"
"9","2012-04-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","-9999.0","%"
"9","2012-04-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","-9999.0","%"
"9","2012-04-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","-9999.0","%"
"1","2012-04-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","29.0","Días"
"1","2012-04-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","5.0","Días"
"1","2012-04-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","22.0","Días"
"1","2012-04-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","2.0","Días"
"1","2012-04-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2012-04-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"9","2012-04-01 00:00:00.0","PR_AVG_1.5m","Presión","-9999.0","hPa"
"9","2012-04-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","-9999.0","hPa"
"9","2012-04-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","-9999.0","km/h"
"1","2012-04-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","5.3","ºC"
"9","2012-04-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","-9999.0","ºC"
"9","2012-04-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","-9999.0","ºC"
"1","2012-04-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","18.9","ºC"
"1","2012-04-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","8.5","ºC"
"1","2012-04-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","12.1","ºC"
"1","2012-04-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","1.5","ºC"
"9","2012-04-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","-9999.0","km/h"
"1","2012-05-01 00:00:00.0","PP_SUM_1.5m","Chuvia","141.2","L/m2"
"1","2012-05-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","28.3","L/m2"
"9","2012-05-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","-9999.0","º"
"9","2012-05-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","-9999.0","º"
"9","2012-05-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","-9999.0","h"
"9","2012-05-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","-9999.0","h"
"9","2012-05-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","-9999.0","%"
"9","2012-05-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","-9999.0","%"
"9","2012-05-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","-9999.0","%"
"1","2012-05-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","24.0","Días"
"1","2012-05-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","4.0","Días"
"1","2012-05-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","15.0","Días"
"1","2012-05-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2012-05-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2012-05-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"9","2012-05-01 00:00:00.0","PR_AVG_1.5m","Presión","-9999.0","hPa"
"9","2012-05-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","-9999.0","hPa"
"9","2012-05-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","-9999.0","km/h"
"1","2012-05-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","9.7","ºC"
"9","2012-05-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","-9999.0","ºC"
"9","2012-05-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","-9999.0","ºC"
"1","2012-05-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","29.1","ºC"
"1","2012-05-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","13.6","ºC"
"1","2012-05-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","18.1","ºC"
"1","2012-05-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","5.5","ºC"
"9","2012-05-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","-9999.0","km/h"
"1","2012-06-01 00:00:00.0","PP_SUM_1.5m","Chuvia","137.9","L/m2"
"1","2012-06-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","31.3","L/m2"
"9","2012-06-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","-9999.0","º"
"9","2012-06-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","-9999.0","º"
"9","2012-06-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","-9999.0","h"
"9","2012-06-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","-9999.0","h"
"9","2012-06-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","-9999.0","%"
"9","2012-06-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","-9999.0","%"
"9","2012-06-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","-9999.0","%"
"1","2012-06-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","21.0","Días"
"1","2012-06-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","3.0","Días"
"1","2012-06-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","16.0","Días"
"1","2012-06-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","1.0","Días"
"1","2012-06-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2012-06-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"9","2012-06-01 00:00:00.0","PR_AVG_1.5m","Presión","-9999.0","hPa"
"9","2012-06-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","-9999.0","hPa"
"9","2012-06-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","-9999.0","km/h"
"1","2012-06-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","11.4","ºC"
"9","2012-06-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","-9999.0","ºC"
"9","2012-06-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","-9999.0","ºC"
"1","2012-06-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","31.2","ºC"
