"Código validación","Data","Código parámetro","Parámetro","Valor","Unidades"
"1","2021-07-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","6.5","km/h"
"1","2021-08-01 00:00:00.0","PP_SUM_1.5m","Chuvia","18.6","L/m2"
"1","2021-08-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","8.4","L/m2"
"1","2021-08-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","15.0","º"
"1","2021-08-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2021-08-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","0.0","h"
"1","2021-08-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","270.9","h"
"1","2021-08-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","100.0","%"
"1","2021-08-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","74.0","%"
"1","2021-08-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","92.0","%"
"1","2021-08-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","9.0","Días"
"1","2021-08-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","0.0","Días"
"1","2021-08-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","4.0","Días"
"1","2021-08-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2021-08-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2021-08-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2021-08-01 00:00:00.0","PR_AVG_1.5m","Presión","976.0","hPa"
"1","2021-08-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1019.1","hPa"
"1","2021-08-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","36.4","km/h"
"1","2021-08-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","13.2","ºC"
"1","2021-08-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","16.1","ºC"
"1","2021-08-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","19.2","ºC"
"1","2021-08-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","29.7","ºC"
"1","2021-08-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","18.1","ºC"
"1","2021-08-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","17.5","ºC"
"1","2021-08-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","23.3","ºC"
"1","2021-08-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","10.1","ºC"
"1","2021-08-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","6.6","km/h"
"1","2021-09-01 00:00:00.0","PP_SUM_1.5m","Chuvia","118.6","L/m2"
"1","2021-09-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","27.0","L/m2"
"1","2021-09-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","71.0","º"
"1","2021-09-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2021-09-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","0.0","h"
"1","2021-09-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","359.9","h"
"1","2021-09-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","100.0","%"
"1","2021-09-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","76.0","%"
"1","2021-09-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","94.0","%"
"1","2021-09-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","13.0","Días"
"1","2021-09-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","5.0","Días"
"1","2021-09-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","10.0","Días"
"1","2021-09-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2021-09-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2021-09-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2021-09-01 00:00:00.0","PR_AVG_1.5m","Presión","976.1","hPa"
"1","2021-09-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1019.3","hPa"
"1","2021-09-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","38.8","km/h"
"1","2021-09-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","12.5","ºC"
"1","2021-09-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","15.4","ºC"
"1","2021-09-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","17.9","ºC"
"1","2021-09-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","30.1","ºC"
"1","2021-09-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","16.4","ºC"
"1","2021-09-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","16.5","ºC"
"1","2021-09-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","21.7","ºC"
"1","2021-09-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","8.2","ºC"
"2","2021-09-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","5.3","km/h"
"1","2021-10-01 00:00:00.0","PP_SUM_1.5m","Chuvia","265.4","L/m2"
"1","2021-10-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","87.8","L/m2"
"1","2021-10-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","149.0","º"
"1","2021-10-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","225.0","º"
"1","2021-10-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","11.3","h"
"1","2021-10-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","447.0","h"
"1","2021-10-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","98.0","%"
"1","2021-10-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","73.0","%"
"1","2021-10-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","91.0","%"
"1","2021-10-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","19.0","Días"
"1","2021-10-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","6.0","Días"
"1","2021-10-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","15.0","Días"
"1","2021-10-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","2.0","Días"
"1","2021-10-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","2.0","Días"
"1","2021-10-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2021-10-01 00:00:00.0","PR_AVG_1.5m","Presión","976.1","hPa"
"1","2021-10-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1019.8","hPa"
"9","2021-10-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","-9999.0","km/h"
"1","2021-10-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","9.8","ºC"
"1","2021-10-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","12.3","ºC"
"1","2021-10-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","14.9","ºC"
"1","2021-10-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","26.2","ºC"
"1","2021-10-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","13.0","ºC"
"1","2021-10-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","13.9","ºC"
"1","2021-10-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","19.1","ºC"
"1","2021-10-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","5.2","ºC"
"9","2021-10-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","-9999.0","km/h"
"1","2021-11-01 00:00:00.0","PP_SUM_1.5m","Chuvia","92.8","L/m2"
"1","2021-11-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","17.6","L/m2"
"1","2021-11-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","210.0","º"
"1","2021-11-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2021-11-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","147.7","h"
"1","2021-11-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","384.4","h"
"1","2021-11-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","92.0","%"
"1","2021-11-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","67.0","%"
"1","2021-11-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","83.0","%"
"1","2021-11-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","13.0","Días"
"1","2021-11-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","4.0","Días"
"1","2021-11-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","11.0","Días"
"1","2021-11-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2021-11-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2021-11-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2021-11-01 00:00:00.0","PR_AVG_1.5m","Presión","977.8","hPa"
"1","2021-11-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1022.4","hPa"
"1","2021-11-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","50.4","km/h"
"1","2021-11-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","5.8","ºC"
"1","2021-11-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","6.3","ºC"
"1","2021-11-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","10.9","ºC"
"1","2021-11-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","17.8","ºC"
"1","2021-11-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","8.2","ºC"
"1","2021-11-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","9.2","ºC"
"1","2021-11-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","13.4","ºC"
"1","2021-11-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","2.3","ºC"
"1","2021-11-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","6.9","km/h"
"1","2021-12-01 00:00:00.0","PP_SUM_1.5m","Chuvia","358.2","L/m2"
"1","2021-12-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","57.4","L/m2"
"1","2021-12-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","261.0","º"
"1","2021-12-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","225.0","º"
"1","2021-12-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","96.3","h"
"1","2021-12-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","460.5","h"
"1","2021-12-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","92.0","%"
"1","2021-12-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","72.0","%"
"1","2021-12-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","84.0","%"
"1","2021-12-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","22.0","Días"
"1","2021-12-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","14.0","Días"
"1","2021-12-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","21.0","Días"
"1","2021-12-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","4.0","Días"
"1","2021-12-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2021-12-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2021-12-01 00:00:00.0","PR_AVG_1.5m","Presión","976.3","hPa"
"1","2021-12-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1020.6","hPa"
"1","2021-12-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","49.6","km/h"
"1","2021-12-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","7.9","ºC"
"1","2021-12-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","7.8","ºC"
"1","2021-12-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","10.2","ºC"
"1","2021-12-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","18.2","ºC"
"1","2021-12-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","9.1","ºC"
"1","2021-12-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","10.4","ºC"
"1","2021-12-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","13.5","ºC"
"1","2021-12-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","2.7","ºC"
"1","2021-12-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","6.4","km/h"
"1","2022-01-01 00:00:00.0","PP_SUM_1.5m","Chuvia","106.8","L/m2"
"1","2022-01-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","40.4","L/m2"
"1","2022-01-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","38.0","º"
"1","2022-01-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2022-01-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","327.5","h"
"1","2022-01-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","305.6","h"
"1","2022-01-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","90.0","%"
"1","2022-01-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","60.0","%"
"1","2022-01-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","79.0","%"
"1","2022-01-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","10.0","Días"
"1","2022-01-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","4.0","Días"
"1","2022-01-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","9.0","Días"
"1","2022-01-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","1.0","Días"
"1","2022-01-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2022-01-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","4.0","Días"
"1","2022-01-01 00:00:00.0","PR_AVG_1.5m","Presión","984.2","hPa"
"1","2022-01-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1029.3","hPa"
"1","2022-01-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","42.8","km/h"
"1","2022-01-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","4.0","ºC"
"1","2022-01-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","4.0","ºC"
"1","2022-01-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","8.8","ºC"
"1","2022-01-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","18.0","ºC"
"1","2022-01-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","6.1","ºC"
"1","2022-01-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","7.8","ºC"
"1","2022-01-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","12.9","ºC"
"1","2022-01-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","-0.6","ºC"
"1","2022-01-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","5.7","km/h"
"1","2022-02-01 00:00:00.0","PP_SUM_1.5m","Chuvia","102.2","L/m2"
"1","2022-02-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","57.0","L/m2"
"1","2022-02-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","231.0","º"
"1","2022-02-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2022-02-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","196.8","h"
"1","2022-02-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","303.6","h"
"1","2022-02-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","93.0","%"
"1","2022-02-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","61.0","%"
"1","2022-02-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","80.0","%"
"1","2022-02-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","12.0","Días"
"1","2022-02-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","2.0","Días"
"1","2022-02-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","9.0","Días"
"1","2022-02-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","1.0","Días"
"1","2022-02-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2022-02-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2022-02-01 00:00:00.0","PR_AVG_1.5m","Presión","982.7","hPa"
"1","2022-02-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1027.6","hPa"
"1","2022-02-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","41.2","km/h"
"1","2022-02-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","4.8","ºC"
"1","2022-02-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","5.3","ºC"
"1","2022-02-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","8.6","ºC"
"1","2022-02-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","18.5","ºC"
"1","2022-02-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","7.8","ºC"
"1","2022-02-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","8.7","ºC"
"1","2022-02-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","13.6","ºC"
"1","2022-02-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","1.2","ºC"
"1","2022-02-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","6.3","km/h"
"1","2022-03-01 00:00:00.0","PP_SUM_1.5m","Chuvia","221.6","L/m2"
"1","2022-03-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","28.8","L/m2"
"1","2022-03-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","62.0","º"
"1","2022-03-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2022-03-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","183.7","h"
"1","2022-03-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","300.4","h"
"1","2022-03-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","91.0","%"
"1","2022-03-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","60.0","%"
"1","2022-03-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","79.0","%"
"1","2022-03-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","17.0","Días"
"1","2022-03-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","9.0","Días"
"1","2022-03-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","14.0","Días"
"1","2022-03-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2022-03-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2022-03-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","2.0","Días"
"1","2022-03-01 00:00:00.0","PR_AVG_1.5m","Presión","973.9","hPa"
"1","2022-03-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1018.3","hPa"
"1","2022-03-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","47.4","km/h"
"1","2022-03-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","5.2","ºC"
"1","2022-03-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","5.6","ºC"
"1","2022-03-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","9.6","ºC"
"1","2022-03-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","20.3","ºC"
"1","2022-03-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","8.8","ºC"
"1","2022-03-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","9.3","ºC"
"1","2022-03-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","13.9","ºC"
"1","2022-03-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","-0.3","ºC"
"1","2022-03-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","7.0","km/h"
"1","2022-04-01 00:00:00.0","PP_SUM_1.5m","Chuvia","155.2","L/m2"
"1","2022-04-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","30.8","L/m2"
"1","2022-04-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","30.0","º"
"1","2022-04-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2022-04-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","127.3","h"
"1","2022-04-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","285.7","h"
"1","2022-04-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","92.0","%"
"1","2022-04-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","57.0","%"
"1","2022-04-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","79.0","%"
"1","2022-04-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","14.0","Días"
"1","2022-04-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","7.0","Días"
"1","2022-04-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","12.0","Días"
"1","2022-04-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","1.0","Días"
"1","2022-04-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2022-04-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","2.0","Días"
"1","2022-04-01 00:00:00.0","PR_AVG_1.5m","Presión","973.1","hPa"
"1","2022-04-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1017.3","hPa"
"1","2022-04-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","45.6","km/h"
"1","2022-04-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","6.3","ºC"
"1","2022-04-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","6.7","ºC"
"1","2022-04-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","11.4","ºC"
"1","2022-04-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","23.7","ºC"
"1","2022-04-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","10.8","ºC"
"1","2022-04-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","10.4","ºC"
"1","2022-04-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","15.5","ºC"
"1","2022-04-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","-0.2","ºC"
"2","2022-04-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","7.6","km/h"
"1","2022-05-01 00:00:00.0","PP_SUM_1.5m","Chuvia","79.4","L/m2"
"1","2022-05-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","28.0","L/m2"
"1","2022-05-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","211.0","º"
"1","2022-05-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2022-05-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","9.7","h"
"1","2022-05-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","244.5","h"
"1","2022-05-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","92.0","%"
"1","2022-05-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","56.0","%"
"1","2022-05-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","76.0","%"
"1","2022-05-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","10.0","Días"
"1","2022-05-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","3.0","Días"
"1","2022-05-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","8.0","Días"
"1","2022-05-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
