"Código validación","Data","Código parámetro","Parámetro","Valor","Unidades"
"1","2020-10-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","2.0","Días"
"1","2020-10-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","1.0","Días"
"1","2020-10-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2020-10-01 00:00:00.0","PR_AVG_1.5m","Presión","975.0","hPa"
"1","2020-10-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1018.8","hPa"
"1","2020-10-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","45.5","km/h"
"1","2020-10-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","9.3","ºC"
"1","2020-10-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","11.9","ºC"
"1","2020-10-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","14.3","ºC"
"1","2020-10-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","20.2","ºC"
"1","2020-10-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","12.2","ºC"
"1","2020-10-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","12.4","ºC"
"1","2020-10-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","16.0","ºC"
"1","2020-10-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","3.4","ºC"
"1","2020-10-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","7.2","km/h"
"1","2020-11-01 00:00:00.0","PP_SUM_1.5m","Chuvia","281.0","L/m2"
"1","2020-11-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","39.6","L/m2"
"1","2020-11-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","48.0","º"
"1","2020-11-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","225.0","º"
"1","2020-11-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","50.3","h"
"1","2020-11-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","422.7","h"
"1","2020-11-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","100.0","%"
"1","2020-11-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","83.0","%"
"1","2020-11-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","96.0","%"
"1","2020-11-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","18.0","Días"
"1","2020-11-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","10.0","Días"
"1","2020-11-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","15.0","Días"
"1","2020-11-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","5.0","Días"
"1","2020-11-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2020-11-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2020-11-01 00:00:00.0","PR_AVG_1.5m","Presión","976.8","hPa"
"1","2020-11-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1021.0","hPa"
"1","2020-11-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","53.4","km/h"
"1","2020-11-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","8.0","ºC"
"1","2020-11-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","10.6","ºC"
"1","2020-11-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","12.5","ºC"
"1","2020-11-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","18.2","ºC"
"1","2020-11-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","10.2","ºC"
"1","2020-11-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","11.2","ºC"
"1","2020-11-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","15.1","ºC"
"1","2020-11-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","4.4","ºC"
"1","2020-11-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","7.9","km/h"
"1","2020-12-01 00:00:00.0","PP_SUM_1.5m","Chuvia","539.8","L/m2"
"1","2020-12-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","46.0","L/m2"
"1","2020-12-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","229.0","º"
"1","2020-12-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","225.0","º"
"1","2020-12-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","274.8","h"
"1","2020-12-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","595.4","h"
"1","2020-12-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","100.0","%"
"1","2020-12-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","91.0","%"
"1","2020-12-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","98.0","%"
"1","2020-12-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","27.0","Días"
"1","2020-12-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","21.0","Días"
"1","2020-12-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","27.0","Días"
"1","2020-12-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","5.0","Días"
"1","2020-12-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2020-12-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2020-12-01 00:00:00.0","PR_AVG_1.5m","Presión","972.5","hPa"
"1","2020-12-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1017.0","hPa"
"1","2020-12-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","59.5","km/h"
"1","2020-12-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","5.3","ºC"
"1","2020-12-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","8.0","ºC"
"1","2020-12-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","9.8","ºC"
"1","2020-12-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","15.8","ºC"
"1","2020-12-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","7.4","ºC"
"1","2020-12-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","8.3","ºC"
"1","2020-12-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","11.0","ºC"
"1","2020-12-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","0.0","ºC"
"1","2020-12-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","12.0","km/h"
"1","2021-01-01 00:00:00.0","PP_SUM_1.5m","Chuvia","347.8","L/m2"
"1","2021-01-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","59.4","L/m2"
"1","2021-01-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","241.0","º"
"1","2021-01-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","225.0","º"
"1","2021-01-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","345.5","h"
"1","2021-01-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","418.9","h"
"1","2021-01-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","100.0","%"
"1","2021-01-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","87.0","%"
"1","2021-01-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","97.0","%"
"1","2021-01-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","21.0","Días"
"1","2021-01-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","11.0","Días"
"1","2021-01-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","18.0","Días"
"1","2021-01-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","4.0","Días"
"1","2021-01-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2021-01-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","8.0","Días"
"1","2021-01-01 00:00:00.0","PR_AVG_1.5m","Presión","974.9","hPa"
"1","2021-01-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1019.7","hPa"
"1","2021-01-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","68.9","km/h"
"1","2021-01-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","4.3","ºC"
"1","2021-01-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","6.5","ºC"
"1","2021-01-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","7.6","ºC"
"1","2021-01-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","15.3","ºC"
"1","2021-01-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","6.1","ºC"
"1","2021-01-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","7.0","ºC"
"1","2021-01-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","10.2","ºC"
"1","2021-01-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","-2.0","ºC"
"1","2021-01-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","12.3","km/h"
"1","2021-02-01 00:00:00.0","PP_SUM_1.5m","Chuvia","472.6","L/m2"
"1","2021-02-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","94.8","L/m2"
"1","2021-02-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","226.0","º"
"1","2021-02-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","225.0","º"
"1","2021-02-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","106.0","h"
"1","2021-02-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","355.8","h"
"1","2021-02-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","100.0","%"
"1","2021-02-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","83.0","%"
"1","2021-02-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","95.0","%"
"1","2021-02-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","23.0","Días"
"1","2021-02-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","12.0","Días"
"1","2021-02-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","19.0","Días"
"1","2021-02-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","6.0","Días"
"1","2021-02-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","1.0","Días"
"1","2021-02-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2021-02-01 00:00:00.0","PR_AVG_1.5m","Presión","971.6","hPa"
"1","2021-02-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1015.8","hPa"
"1","2021-02-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","57.9","km/h"
"1","2021-02-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","6.8","ºC"
"1","2021-02-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","8.7","ºC"
"1","2021-02-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","9.7","ºC"
"1","2021-02-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","18.2","ºC"
"1","2021-02-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","8.8","ºC"
"1","2021-02-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","9.5","ºC"
"1","2021-02-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","12.5","ºC"
"1","2021-02-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","0.5","ºC"
"1","2021-02-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","12.1","km/h"
"1","2021-03-01 00:00:00.0","PP_SUM_1.5m","Chuvia","32.8","L/m2"
"1","2021-03-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","10.6","L/m2"
"1","2021-03-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","57.0","º"
"1","2021-03-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","225.0","º"
"1","2021-03-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","224.7","h"
"1","2021-03-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","202.2","h"
"1","2021-03-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","98.0","%"
"1","2021-03-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","67.0","%"
"1","2021-03-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","87.0","%"
"1","2021-03-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","9.0","Días"
"1","2021-03-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","1.0","Días"
"1","2021-03-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","8.0","Días"
"1","2021-03-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2021-03-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2021-03-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2021-03-01 00:00:00.0","PR_AVG_1.5m","Presión","980.5","hPa"
"1","2021-03-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1025.1","hPa"
"1","2021-03-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","54.3","km/h"
"1","2021-03-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","4.8","ºC"
"1","2021-03-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","7.3","ºC"
"1","2021-03-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","9.4","ºC"
"1","2021-03-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","25.9","ºC"
"1","2021-03-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","8.7","ºC"
"1","2021-03-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","9.6","ºC"
"1","2021-03-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","15.1","ºC"
"1","2021-03-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","1.4","ºC"
"1","2021-03-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","10.8","km/h"
"1","2021-04-01 00:00:00.0","PP_SUM_1.5m","Chuvia","90.0","L/m2"
"1","2021-04-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","22.0","L/m2"
"1","2021-04-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","55.0","º"
"1","2021-04-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2021-04-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","102.8","h"
"1","2021-04-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","210.0","h"
"1","2021-04-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","98.0","%"
"1","2021-04-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","69.0","%"
"1","2021-04-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","88.0","%"
"1","2021-04-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","11.0","Días"
"1","2021-04-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","3.0","Días"
"1","2021-04-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","11.0","Días"
"1","2021-04-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2021-04-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2021-04-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2021-04-01 00:00:00.0","PR_AVG_1.5m","Presión","972.5","hPa"
"1","2021-04-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1016.5","hPa"
"1","2021-04-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","45.4","km/h"
"1","2021-04-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","6.8","ºC"
"1","2021-04-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","9.2","ºC"
"1","2021-04-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","11.6","ºC"
"1","2021-04-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","20.8","ºC"
"1","2021-04-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","11.8","ºC"
"1","2021-04-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","11.4","ºC"
"1","2021-04-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","16.8","ºC"
"1","2021-04-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","2.9","ºC"
"2","2021-04-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","9.0","km/h"
"1","2021-05-01 00:00:00.0","PP_SUM_1.5m","Chuvia","163.6","L/m2"
"1","2021-05-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","52.0","L/m2"
"1","2021-05-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","182.0","º"
"1","2021-05-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","225.0","º"
"1","2021-05-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","71.5","h"
"1","2021-05-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","307.6","h"
"1","2021-05-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","100.0","%"
"1","2021-05-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","70.0","%"
"1","2021-05-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","90.0","%"
"1","2021-05-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","16.0","Días"
"1","2021-05-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","6.0","Días"
"1","2021-05-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","13.0","Días"
"1","2021-05-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","1.0","Días"
"1","2021-05-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2021-05-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2021-05-01 00:00:00.0","PR_AVG_1.5m","Presión","975.5","hPa"
"1","2021-05-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1019.4","hPa"
"1","2021-05-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","51.7","km/h"
"1","2021-05-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","7.7","ºC"
"1","2021-05-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","10.7","ºC"
"1","2021-05-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","13.1","ºC"
"1","2021-05-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","27.4","ºC"
"1","2021-05-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","14.0","ºC"
"1","2021-05-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","12.4","ºC"
"1","2021-05-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","17.3","ºC"
"1","2021-05-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","2.9","ºC"
"1","2021-05-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","9.5","km/h"
"1","2021-06-01 00:00:00.0","PP_SUM_1.5m","Chuvia","122.8","L/m2"
"1","2021-06-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","47.4","L/m2"
"1","2021-06-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","46.0","º"
"1","2021-06-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","45.0","º"
"1","2021-06-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","6.3","h"
"1","2021-06-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","305.0","h"
"1","2021-06-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","100.0","%"
"1","2021-06-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","76.0","%"
"1","2021-06-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","92.0","%"
"1","2021-06-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","11.0","Días"
"1","2021-06-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","2.0","Días"
"1","2021-06-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","9.0","Días"
"1","2021-06-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","2.0","Días"
"1","2021-06-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2021-06-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2021-06-01 00:00:00.0","PR_AVG_1.5m","Presión","976.4","hPa"
"1","2021-06-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1019.8","hPa"
"1","2021-06-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","44.9","km/h"
"1","2021-06-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","11.0","ºC"
"1","2021-06-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","13.8","ºC"
"1","2021-06-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","15.6","ºC"
"1","2021-06-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","28.9","ºC"
"1","2021-06-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","16.9","ºC"
"1","2021-06-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","15.3","ºC"
"1","2021-06-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","20.3","ºC"
"1","2021-06-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","5.8","ºC"
"1","2021-06-01 00:00:00.0","VV_AVG_2m","Velocidade do vento a 2m","7.4","km/h"
"1","2021-07-01 00:00:00.0","PP_SUM_1.5m","Chuvia","55.6","L/m2"
"1","2021-07-01 00:00:00.0","PP_MAX_1.5m","Chuvia diaria máxima","14.2","L/m2"
"1","2021-07-01 00:00:00.0","DV_CONDICION_2m","Dirección do refacho a 2m","160.0","º"
"1","2021-07-01 00:00:00.0","DVP_MODA_2m","Dirección do vento predominante a 2m","225.0","º"
"1","2021-07-01 00:00:00.0","HFRIO7_SUM_1.5m","Horas de frío ( <=7ºC)","0.0","h"
"1","2021-07-01 00:00:00.0","HF_SUM_1.5m","Horas humidade foliar mensuais","175.1","h"
"1","2021-07-01 00:00:00.0","HR_AVGMAX_1.5m","Humidade media das máximas a 1.5m","100.0","%"
"1","2021-07-01 00:00:00.0","HR_AVGMIN_1.5m","Humidade media das mínimas a 1.5m","80.0","%"
"1","2021-07-01 00:00:00.0","HR_AVG_1.5m","Humidade relativa media a 1.5m","94.0","%"
"1","2021-07-01 00:00:00.0","NDPP_RECUENTO_1.5m","Número de días de chuvia (>0L/m2)","11.0","Días"
"1","2021-07-01 00:00:00.0","NDPP10_RECUENTO_1.5m","Número de días de chuvia (>10L/m2)","2.0","Días"
"1","2021-07-01 00:00:00.0","NDPP1_RECUENTO_1.5m","Número de días de chuvia (>1L/m2)","9.0","Días"
"1","2021-07-01 00:00:00.0","NDPP30_RECUENTO_1.5m","Número de días de chuvia (>30L/m2)","0.0","Días"
"1","2021-07-01 00:00:00.0","NDPP60_RECUENTO_1.5m","Número de días de chuvia (>60L/m2)","0.0","Días"
"1","2021-07-01 00:00:00.0","NDX_RECUENTO_1.5m","Número de días de xeada","0.0","Días"
"1","2021-07-01 00:00:00.0","PR_AVG_1.5m","Presión","975.9","hPa"
"1","2021-07-01 00:00:00.0","PRED_AVG_1.5m","Presión reducida","1019.2","hPa"
"1","2021-07-01 00:00:00.0","VV_MAX_2m","Refacho máximo a 2m","42.6","km/h"
"1","2021-07-01 00:00:00.0","TA_AVGMIN_1.5m","Temperatura  media das mínimas a 1.5m","12.9","ºC"
"1","2021-07-01 00:00:00.0","TO_AVG_1.5m","Temperatura de orballo a 1.5m","15.0","ºC"
"1","2021-07-01 00:00:00.0","TS_AVG_-0.1m","Temperatura do solo a -0.1m","17.1","ºC"
"1","2021-07-01 00:00:00.0","TA_MAX_1.5m","Temperatura máxima a 1.5m","32.9","ºC"
"1","2021-07-01 00:00:00.0","TA_AVG_0.1m","Temperatura media a 0.1m","16.6","ºC"
"1","2021-07-01 00:00:00.0","TA_AVG_1.5m","Temperatura media a 1.5m","16.7","ºC"
"1","2021-07-01 00:00:00.0","TA_AVGMAX_1.5m","Temperatura media das máximas a 1.5m","21.5","ºC"
"1","2021-07-01 00:00:00.0","TA_MIN_1.5m","Temperatura mínima a 1.5m","9.3","ºC"
